Y,JD,Q1,Q2,Q3,Q4,T2,12LPX,12LPY,12LPZ,14SPZ,14LPX,14LPY,14LPZ,15SPZ,15LPX,15LPY,15LPZ,16SPZ,16LPX,16LPY,16LPZ
69,208,5,,,,M,,,,,,,,,,,,,,,
69,209,5,,,,C,,,,,,,,,,,,,,,
69,209,5,,,,A,,,,,,,,,,,,,,,
69,210,5,,,,C,,,,,,,,,,,,,,,
69,214,5,,,,C,,,,,,,,,,,,,,,
69,233,5,,,,C,,,,,,,,,,,,,,,
69,235,5,,,,,,,,,,,,,,,,,,,
69,236,5,,,,M,,,,,,,,,,,,,,,
69,237,5,,,,A,,,,,,,,,,,,,,,
69,324,5,,,,L,,1,1,1,,,,,,,,,,,
69,328,,,,,,,,,,,,,,,,,,,,
69,331,,,,,,,,1,,,,,,,,,,,,
69,332,,,,,A,,,,,,,,,,,,,,,
69,332,,,,,C,,1,1,,,,,,,,,,,,
69,333,,,,,A,,1,1,1,,,,,,,,,,,
69,333,,,,,A,,1,1,1,,,,,,,,,,,
69,334,,,,,A,,1,1,1,,,,,,,,,,,
69,334,,,,,A,,1,1,1,,,,,,,,,,,
69,334,,,,,,,1,1,1,,,,,,,,,,,
69,334,,,,,A,,,,,,,,,,,,,,,
69,335,,,,,A,,1,1,1,,,,,,,,,,,
69,335,,,,,C,,1,1,1,,,,,,,,,,,
69,335,,,,,A,,1,1,1,,,,,,,,,,,
69,335,,,,,A,,1,1,1,,,,,,,,,,,
69,336,,,,,A,,1,1,1,,,,,,,,,,,
69,336,6,,,,A,,1,1,1,,,,,,,,,,,
69,336,6,,,,C,,,,,,,,,,,,,,,
69,339,,,,,A,,1,1,1,,,,,,,,,,,
69,340,6,,,,A,,1,1,1,,,,,,,,,,,
69,342,,,,,C,,1,1,1,,,,,,,,,,,
69,342,,,,,,,,,,,,,,,,,,,,
69,343,,,,,A,,1,1,1,,,,,,,,,,,
69,344,,,,,A,,,,,,,,,,,,,,,
69,344,,,,,A,,,,,,,,,,,,,,,
69,345,,,,,A,,1,1,1,,,,,,,,,,,
69,345,,,,,A,,1,,,,,,,,,,,,,
69,345,,,,,,,,,,,,,,,,,,,,
69,345,,,,,,,1,1,1,,,,,,,,,,,
69,346,,,,,A,,1,1,1,,,,,,,,,,,
69,346,,,,,A,,,,,,,,,,,,,,,
69,346,,,,,,,,,,,,,,,,,,,,
69,347,,,,,,,,,,,,,,,,,,,,
69,347,,,,,A,,1,1,1,,,,,,,,,,,
69,347,,,,,A,,1,1,1,,,,,,,,,,,
69,347,,,,,,,,,,,,,,,,,,,,
69,347,,,,,A,,,,,,,,,,,,,,,
69,347,,,,,,,1,1,,,,,,,,,,,,
69,348,,,,,,,,,,,,,,,,,,,,
69,348,,,,,A,,,,,,,,,,,,,,,
69,348,,,,,,,1,1,,,,,,,,,,,,
69,348,,,,,C,,1,1,1,,,,,,,,,,,
69,348,,,,,A,,1,1,1,,,,,,,,,,,
69,348,,,,,,,,,,,,,,,,,,,,
69,349,,,,,,,,,,,,,,,,,,,,
69,350,,,,,C,,1,1,1,,,,,,,,,,,
69,352,,,,,A,,,,,,,,,,,,,,,
69,355,,,,,,,1,1,,,,,,,,,,,,
69,357,,,,,,,,,,,,,,,,,,,,
69,357,,,,,C,,1,1,,,,,,,,,,,,
69,360,,,,,A,,1,1,1,,,,,,,,,,,
69,360,,,,,C,,,,,,,,,,,,,,,
69,361,,,,,A,,,1,1,,,,,,,,,,,
69,361,,,,,A,,,1,1,,,,,,,,,,,
69,361,,,,,C,,,1,1,,,,,,,,,,,
69,362,,,,,A,,,1,1,,,,,,,,,,,
69,362,,,,,,,,,,,,,,,,,,,,
69,362,,,,,A,,,,,,,,,,,,,,,
69,362,,,,,A,,,1,1,,,,,,,,,,,
69,362,,,,,A,,,1,1,,,,,,,,,,,
69,363,,,,,A,,,1,1,,,,,,,,,,,
69,363,,,,,A,,,1,1,,,,,,,,,,,
70,1,,,,,A,,,,,,,,,,,,,,,
70,2,,,,,C,,,,,,,,,,,,,,,
70,2,,,,,A,,,,,,,,,,,,,,,
70,3,,,,,A,,,,,,,,,,,,,,,
70,3,,,,,,,,,,,,,,,,,,,,
70,3,,,,,A,,,,,,,,,,,,,,,
70,3,,,,,C,,,,,,,,,,,,,,,
70,4,,,,,,,,,,,,,,,,,,,,
70,4,,,,,A,,,,,,,,,,,,,,,
70,4,,,,,A,,,,,,,,,,,,,,,
70,4,,,,,A,,,,,,,,,,,,,,,
70,6,,,,,,,,,,,,,,,,,,,,
70,6,,,,,A,,,,,,,,,,,,,,,
70,6,,,,,A,,,,,,,,,,,,,,,
70,7,,,,,A,,,,,,,,,,,,,,,
70,7,,,,,,,,,,,,,,,,,,,,
70,7,,,,,,,,,,,,,,,,,,,,
70,8,,,,,A,,,,,,,,,,,,,,,
70,8,,,,,A,,1,1,1,,,,,,,,,,,
70,8,,,,,A,,1,1,1,,,,,,,,,,,
70,8,,,,,A,,1,1,1,,,,,,,,,,,
70,9,,,,,A,,1,1,1,,,,,,,,,,,
70,9,,,,,A,,1,1,1,,,,,,,,,,,
70,9,,,,,A,,1,1,1,,,,,,,,,,,
70,9,,,,,A,,1,1,1,,,,,,,,,,,
70,10,6,,,,A,,1,1,1,,,,,,,,,,,
70,10,,,,,A,,,,,,,,,,,,,,,
70,10,,,,,A,,1,1,1,,,,,,,,,,,
70,11,,,,,A,,,,,,,,,,,,,,,
70,12,,,,,,,,1,1,,,,,,,,,,,
70,12,,,,,A,,,,,,,,,,,,,,,
70,15,,,,,,,1,1,1,,,,,,,,,,,
70,19,,,,,C,1,1,1,1,,,,,,,,,,,
70,20,,,,,,,,,,,,,,,,,,,,
70,21,,,,,A,,,,,,,,,,,,,,,
70,21,,,,,A,,,,,,,,,,,,,,,
70,21,,,,,,,,,,,,,,,,,,,,
70,22,,,,,A,,1,1,1,,,,,,,,,,,
70,22,,,,,A,,1,1,1,,,,,,,,,,,
70,23,,,,,,,,,,,,,,,,,,,,
70,24,,,,,A,,1,1,1,,,,,,,,,,,
70,24,,,,,C,,1,1,1,,,,,,,,,,,
70,24,,,,,C,,1,1,1,,,,,,,,,,,
70,25,,,,,A,,,1,1,,,,,,,,,,,
70,26,,,,,A,,1,1,1,,,,,,,,,,,
70,26,,,,,A,,1,1,,,,,,,,,,,,
70,29,,,,,A,,1,1,1,,,,,,,,,,,
70,29,6,,,,A,,,,,,,,,,,,,,,
70,30,,,,,,,1,1,,,,,,,,,,,,
70,31,,,,,A,,,1,1,,,,,,,,,,,
70,32,,,,,A,,1,1,1,,,,,,,,,,,
70,32,2,,,,A,,,1,1,,,,,,,,,,,
70,33,,,,,A,,,,,,,,,,,,,,,
70,33,,,,,A,,1,1,1,,,,,,,,,,,
70,33,,,,,A,,1,1,1,,,,,,,,,,,
70,33,,,,,A,,,,,,,,,,,,,,,
70,33,,,,,A,,,,,,,,,,,,,,,
70,34,,,,,,,,,,,,,,,,,,,,
70,34,,,,,A,,1,1,1,,,,,,,,,,,
70,35,,,,,A,,,,,,,,,,,,,,,
70,35,,,,,A,,1,1,1,,,,,,,,,,,
70,36,,,,,A,,1,1,1,,,,,,,,,,,
70,36,,,,,A,,1,1,1,,,,,,,,,,,
70,36,,,,,A,,1,1,1,,,,,,,,,,,
70,36,,,,,,,,,,,,,,,,,,,,
70,37,,,,,A,,1,1,1,,,,,,,,,,,
70,38,,,,,A,,1,1,1,,,,,,,,,,,
70,38,,,,,A,,1,1,1,,,,,,,,,,,
70,38,,,,,A,,1,1,,,,,,,,,,,,
70,40,,,,,A,,,,,,,,,,,,,,,
70,41,,,,,,,1,1,1,,,,,,,,,,,
70,43,,,,,,,,,,,,,,,,,,,,
70,47,,,,,,,1,1,1,,,,,,,,,,,
70,49,,,,,A,,1,1,1,,,,,,,,,,,
70,49,,,,,C,,1,1,1,,,,,,,,,,,
70,49,,,,,A,,,,1,,,,,,,,,,,
70,49,,,,,A,,,1,1,,,,,,,,,,,
70,49,,,,,C,,,,,,,,,,,,,,,
70,49,,,,,A,,1,1,1,,,,,,,,,,,
70,49,,,,,,,,,,,,,,,,,,,,
70,50,,,,,A,,,,,,,,,,,,,,,
70,50,,,,,A,,,,,,,,,,,,,,,
70,50,,,,,A,,1,1,1,,,,,,,,,,,
70,50,,,,,,,,,,,,,,,,,,,,
70,50,,,,,A,,,,,,,,,,,,,,,
70,51,,,,,,,1,1,1,,,,,,,,,,,
70,51,,,,,A,,,,,,,,,,,,,,,
70,51,,,,,A,,,,,,,,,,,,,,,
70,51,,,,,,,1,,1,,,,,,,,,,,
70,51,,,,,A,,1,1,1,,,,,,,,,,,
70,51,,,,,,,,,,,,,,,,,,,,
70,51,,,,,A,,1,1,1,,,,,,,,,,,
70,51,,,,,A,,,,,,,,,,,,,,,
70,52,,,,,C,,,,1,,,,,,,,,,,
70,52,,,,,,,,,,,,,,,,,,,,
70,52,,,,,A,,1,1,1,,,,,,,,,,,
70,54,,,,,A,,1,1,1,,,,,,,,,,,
70,54,,,,,C,,,,,,,,,,,,,,,
70,56,,,,,,1,1,1,1,,,,,,,,,,,
70,57,,,,,A,,1,1,1,,,,,,,,,,,
70,60,,,,,A,,,,1,,,,,,,,,,,
70,60,,,,,A,,1,1,1,,,,,,,,,,,
70,61,,,,,A,,,,1,,,,,,,,,,,
70,61,,,,,A,,,,,,,,,,,,,,,
70,61,,,,,A,,1,1,1,,,,,,,,,,,
70,61,,,,,A,,,,1,,,,,,,,,,,
70,61,,,,,,,,,,,,,,,,,,,,
70,61,,,,,A,,,,1,,,,,,,,,,,
70,61,,,,,A,,,1,1,,,,,,,,,,,
70,62,,,,,C,,1,1,1,,,,,,,,,,,
70,62,,,,,A,,1,1,1,,,,,,,,,,,
70,62,,,,,A,,,,,,,,,,,,,,,
70,62,,,,,,,,,,,,,,,,,,,,
70,62,,,,,A,,,,,,,,,,,,,,,
70,62,,,,,C,,1,1,1,,,,,,,,,,,
70,63,,,,,A,,1,1,1,,,,,,,,,,,
70,64,,,,,A,,,,,,,,,,,,,,,
70,64,,,,,,,,,,,,,,,,,,,,
70,64,,,,,A,,1,1,1,,,,,,,,,,,
70,65,,,,,A,,,,,,,,,,,,,,,
70,65,,,,,A,,,,,,,,,,,,,,,
70,65,,,,,A,,,,,,,,,,,,,,,
70,66,,,,,,,,,,,,,,,,,,,,
70,66,6,,,,A,,1,1,1,,,,,,,,,,,
70,70,6,,,,,,,,,,,,,,,,,,,
70,73,,,,,C,,1,1,1,,,,,,,,,,,
70,74,,,,,A,,1,1,1,,,,,,,,,,,
70,74,,,,,A,,1,1,1,,,,,,,,,,,
70,75,,,,,A,,1,1,1,,,,,,,,,,,
70,76,,,,,,,,,,,,,,,,,,,,
70,77,,,,,A,,1,1,1,,,,,,,,,,,
70,77,,,,,A,,1,1,1,,,,,,,,,,,
70,78,,,,,C,,,,,,,,,,,,,,,
70,78,,,,,A,,,,,,,,,,,,,,,
70,79,,,,,A,,1,1,1,,,,,,,,,,,
70,79,,,,,A,,,,,,,,,,,,,,,
70,80,,,,,A,,1,1,1,,,,,,,,,,,
70,80,,,,,C,,1,1,1,,,,,,,,,,,
70,81,,,,,,,,,,,,,,,,,,,,
70,81,,,,,,,,,,,,,,,,,,,,
70,82,,,,,,,,,,,,,,,,,,,,
70,83,,,,,,,1,1,1,,,,,,,,,,,
70,84,,,,,A,,,,,,,,,,,,,,,
70,84,,,,,C,,1,1,1,,,,,,,,,,,
70,85,,,,,,,,,,,,,,,,,,,,
70,85,,,,,C,,1,1,1,,,,,,,,,,,
70,88,,,,,C,,1,1,1,,,,,,,,,,,
70,88,,,,,A,,,,,,,,,,,,,,,
70,88,,,,,A,,1,1,1,,,,,,,,,,,
70,88,,,,,A,,,,,,,,,,,,,,,
70,89,,,,,A,,1,1,1,,,,,,,,,,,
70,89,,,,,A,,,,,,,,,,,,,,,
70,89,,,,,A,,1,1,1,,,,,,,,,,,
70,89,,,,,A,,1,1,1,,,,,,,,,,,
70,89,,,,,A,,,1,1,,,,,,,,,,,
70,89,,,,,A,,,,1,,,,,,,,,,,
70,90,,,,,,,,,,,,,,,,,,,,
70,90,,,,,A,,,,1,,,,,,,,,,,
70,91,,,,,,,,,,,,,,,,,,,,
70,91,,,,,,,1,1,1,,,,,,,,,,,
70,91,,,,,,,,,,,,,,,,,,,,
70,91,,,,,A,,1,1,1,,,,,,,,,,,
70,91,,,,,A,,,,,,,,,,,,,,,
70,91,,,,,A,,,,,,,,,,,,,,,
70,91,,,,,,,,1,1,,,,,,,,,,,
70,92,,,,,A,,,,,,,,,,,,,,,
70,93,,,,,A,,1,1,1,,,,,,,,,,,
70,94,,,,,,,1,1,,,,,,,,,,,,
70,95,,,,,C,,1,1,1,,,,,,,,,,,
70,95,,,,,A,,,,,,,,,,,,,,,
70,96,,,,,,,,,,,,,,,,,,,,
70,98,,,,,C,,1,1,1,,,,,,,,,,,
70,98,,,,,C,,1,1,1,,,,,,,,,,,
70,100,,,,,,,,,,,,,,,,,,,,
70,101,,,,,A,,,,,,,,,,,,,,,
70,102,6,,,,,,,,,,,,,,,,,,,
70,102,,,,,A,,1,1,1,,,,,,,,,,,
70,102,,,,,A,,,,,,,,,,,,,,,
70,103,,,,,,,,1,1,,,,,,,,,,,
70,103,,,,,A,,,1,1,,,,,,,,,,,
70,103,,,,,A,,1,1,1,,,,,,,,,,,
70,104,,,,,A,,,1,1,,,,,,,,,,,
70,104,,,,,A,,,1,1,,,,,,,,,,,
70,105,5,,,,S,,1,1,1,,,,,,,,,,,
70,105,,,,,,,,1,1,,,,,,,,,,,
70,106,,,,,A,,,,,,,,,,,,,,,
70,106,6,,,,A,,,,,,,,,,,,,,,
70,107,,,,,A,,,,1,,,,,,,,,,,
70,107,,,,,,,,,1,,,,,,,,,,,
70,107,,,,,A,,,,,,,,,,,,,,,
70,107,,,,,A,,1,1,1,,,,,,,,,,,
70,107,,,,,A,,,,,,,,,,,,,,,
70,108,,,,,,,,,,,,,,,,,,,,
70,109,,,,,,,,,,,,,,,,,,,,
70,110,,,,,,,,,,,,,,,,,,,,
70,112,,,,,C,,1,1,1,,,,,,,,,,,
70,112,,,,,A,,1,1,1,,,,,,,,,,,
70,112,,,,,C,,1,1,1,,,,,,,,,,,
70,113,,,,,C,,1,1,1,,,,,,,,,,,
70,113,,,,,C,,1,1,1,,,,,,,,,,,
70,114,,,,,A,,,,,,,,,,,,,,,
70,114,,,,,A,,,,,,,,,,,,,,,
70,115,,,,,C,,1,1,1,,,,,,,,,,,
70,116,,,,,A,,1,1,1,,,,,,,,,,,
70,116,,,,,,,1,1,1,,,,,,,,,,,
70,116,,,,,A,,1,1,1,,,,,,,,,,,
70,116,,,,,A,,,,,,,,,,,,,,,
70,116,,,,,A,,,,,,,,,,,,,,,
70,116,,,,,A,,1,1,1,,,,,,,,,,,
70,116,,,,,A,,1,1,1,,,,,,,,,,,
70,116,,,,,A,,,,1,,,,,,,,,,,
70,117,,,,,A,,1,1,1,,,,,,,,,,,
70,117,,,,,A,,,1,1,,,,,,,,,,,
70,117,,,,,A,,,,,,,,,,,,,,,
70,118,,,,,A,,1,1,1,,,,,,,,,,,
70,118,,,,,A,,1,1,1,,,,,,,,,,,
70,118,,,,,,,,,,,,,,,,,,,,
70,119,,,,,,,,,,,,,,,,,,,,
70,119,,,,,,,,,1,,,,,,,,,,,
70,120,,,,,A,,1,1,1,,,,,,,,,,,
70,120,,,,,A,,,,1,,,,,,,,,,,
70,121,,,,,,,,,,,,,,,,,,,,
70,121,,,,,,,,,,,,,,,,,,,,
70,121,,,,,,,,,,,,,,,,,,,,
70,123,,,,,,,1,,,,,,,,,,,,,
70,123,,,,,,,1,,,,,,,,,,,,,
70,125,,,,,A,,,,,,,,,,,,,,,
70,127,,,,,A,,,,,,,,,,,,,,,
70,129,,,,,A,,1,,,,,,,,,,,,,
70,130,,,,,A,,1,,1,,,,,,,,,,,
70,131,,,,,A,,,,,,,,,,,,,,,
70,131,,,,,A,,1,1,1,,,,,,,,,,,
70,131,,,,,A,,1,1,1,,,,,,,,,,,
70,132,,,,,A,,,,,,,,,,,,,,,
70,132,,,,,A,,,,,,,,,,,,,,,
70,132,,,,,,,,,,,,,,,,,,,,
70,133,,,,,A,,1,1,1,,,,,,,,,,,
70,133,,,,,A,,,1,1,,,,,,,,,,,
70,134,,,,,A,,1,1,1,,,,,,,,,,,
70,134,,,,,A,,1,1,1,,,,,,,,,,,
70,134,,,,,A,,1,1,1,,,,,,,,,,,
70,134,,,,,A,,1,1,1,,,,,,,,,,,
70,135,,,,,,,,,,,,,,,,,,,,
70,135,,,,,,,,,,,,,,,,,,,,
70,135,,,,,A,,1,1,1,,,,,,,,,,,
70,136,,,,,,,,,,,,,,,,,,,,
70,136,,,,,A,,,,1,,,,,,,,,,,
70,137,,,,,A,,,,,,,,,,,,,,,
70,140,,,,,,,1,1,1,,,,,,,,,,,
70,140,,,,,C,,1,1,1,,,,,,,,,,,
70,143,,,,,A,,1,1,1,,,,,,,,,,,
70,143,,,,,,,,,,,,,,,,,,,,
70,143,,,,,,,,,,,,,,,,,,,,
70,143,,,,,A,,1,1,1,,,,,,,,,,,
70,143,,,,,A,,,,,,,,,,,,,,,
70,143,,,,,A,,,,,,,,,,,,,,,
70,144,,,,,A,,,,,,,,,,,,,,,
70,144,,,,,A,,1,1,1,,,,,,,,,,,
70,144,,,,,A,,1,1,1,,,,,,,,,,,
70,144,,,,,A,,,,,,,,,,,,,,,
70,144,,,,,A,1,1,1,1,,,,,,,,,,,
70,145,,,,,A,,1,1,1,,,,,,,,,,,
70,147,,,,,A,,1,1,1,,,,,,,,,,,
70,147,,,,,,,,,,,,,,,,,,,,
70,147,,,,,A,,,,,,,,,,,,,,,
70,155,,,,,C,,1,1,1,,,,,,,,,,,
70,156,,,,,C,,1,1,,,,,,,,,,,,
70,158,,,,,A,,,,,,,,,,,,,,,
70,158,,,,,,,1,1,1,,,,,,,,,,,
70,158,,,,,A,,,1,1,,,,,,,,,,,
70,158,,,,,C,,1,1,1,,,,,,,,,,,
70,158,,,,,,,,,,,,,,,,,,,,
70,159,,,,,,,,,,,,,,,,,,,,
70,160,,,,,A,,1,1,1,,,,,,,,,,,
70,160,,,,,A,,1,,1,,,,,,,,,,,
70,161,,,,,A,,,,,,,,,,,,,,,
70,161,,,,,A,,1,1,1,,,,,,,,,,,
70,162,,,,,A,,1,1,1,,,,,,,,,,,
70,162,,,,,,,1,,1,,,,,,,,,,,
70,163,,,,,A,,,,,,,,,,,,,,,
70,163,,,,,,,,,,,,,,,,,,,,
70,163,,,,,A,,1,1,1,,,,,,,,,,,
70,164,,,,,C,,1,1,1,,,,,,,,,,,
70,164,,,,,A,,,,,,,,,,,,,,,
70,166,,,,,A,1,1,1,1,,,,,,,,,,,
70,166,,,,,C,,1,1,1,,,,,,,,,,,
70,167,,,,,,,,,1,,,,,,,,,,,
70,168,,,,,A,,,,,,,,,,,,,,,
70,168,,,,,A,,,,,,,,,,,,,,,
70,169,6,,,,C,,,,,,,,,,,,,,,
70,170,,,,,C,,1,1,1,,,,,,,,,,,
70,170,,,,,A,,1,,1,,,,,,,,,,,
70,170,,,,,,,1,1,1,,,,,,,,,,,
70,170,,,,,A,,1,1,1,,,,,,,,,,,
70,171,,,,,A,,,,,,,,,,,,,,,
70,171,,,,,,,,1,1,,,,,,,,,,,
70,171,,,,,A,,1,1,1,,,,,,,,,,,
70,171,,,,,,,,,1,,,,,,,,,,,
70,171,,,,,A,,,,1,,,,,,,,,,,
70,172,,,,,,,,,1,,,,,,,,,,,
70,172,,,,,A,,,,,,,,,,,,,,,
70,172,,,,,A,,1,1,1,,,,,,,,,,,
70,172,,,,,A,,,,,,,,,,,,,,,
70,173,,,,,A,,1,1,1,,,,,,,,,,,
70,173,,,,,A,,1,1,1,,,,,,,,,,,
70,174,,,,,A,,,,,,,,,,,,,,,
70,174,,,,,,,,,,,,,,,,,,,,
70,175,,,,,A,,1,1,1,,,,,,,,,,,
70,175,,,,,A,,,,1,,,,,,,,,,,
70,177,,,,,C,,1,1,1,,,,,,,,,,,
70,181,,,,,,,,,,,,,,,,,,,,
70,183,,,,,,,1,,,,,,,,,,,,,
70,183,,,,,A,,1,,,,,,,,,,,,,
70,184,,,,,,,1,1,1,,,,,,,,,,,
70,185,,,,,A,,,,,,,,,,,,,,,
70,185,,,,,A,,1,1,1,,,,,,,,,,,
70,186,,,,,C,,1,1,1,,,,,,,,,,,
70,186,,,,,A,,,,,,,,,,,,,,,
70,187,,,,,A,,,1,,,,,,,,,,,,
70,187,,,,,,,,,,,,,,,,,,,,
70,187,,,,,A,,1,1,1,,,,,,,,,,,
70,187,,,,,C,,1,1,1,,,,,,,,,,,
70,189,,,,,C,,,,,,,,,,,,,,,
70,189,,,,,A,,1,1,1,,,,,,,,,,,
70,190,,,,,A,,1,1,1,,,,,,,,,,,
70,190,,,,,A,,1,1,1,,,,,,,,,,,
70,190,,,,,,,,,,,,,,,,,,,,
70,191,,,,,A,,1,1,1,,,,,,,,,,,
70,191,,,,,,,,,,,,,,,,,,,,
70,193,,,,,A,,1,1,1,,,,,,,,,,,
70,193,,,,,,,,,,,,,,,,,,,,
70,194,,,,,A,,1,1,1,,,,,,,,,,,
70,196,,,,,A,,1,1,1,,,,,,,,,,,
70,196,,,,,A,,1,1,1,,,,,,,,,,,
70,196,,,,,A,,1,1,1,,,,,,,,,,,
70,196,,,,,A,,1,1,1,,,,,,,,,,,
70,197,,,,,A,,1,1,1,,,,,,,,,,,
70,197,,,,,A,,1,1,1,,,,,,,,,,,
70,197,,,,,,,,,,,,,,,,,,,,
70,197,,,,,,,1,1,1,,,,,,,,,,,
70,197,,,,,A,,,,,,,,,,,,,,,
70,198,,,,,A,,1,1,1,,,,,,,,,,,
70,198,,,,,A,,1,1,1,,,,,,,,,,,
70,199,,,,,A,,1,1,1,,,,,,,,,,,
70,199,,,,,,,,,,,,,,,,,,,,
70,200,,,,,A,,1,1,1,,,,,,,,,,,
70,201,,,,,C,,1,1,1,,,,,,,,,,,
70,201,,,,,M,,1,1,1,,,,,,,,,,,
70,201,,,,,A,,1,1,1,,,,,,,,,,,
70,201,,,,,A,,1,1,1,,,,,,,,,,,
70,202,,,,,A,,,,,,,,,,,,,,,
70,204,,,,,A,,1,1,1,,,,,,,,,,,
70,205,,,,,,,,,,,,,,,,,,,,
70,208,,,,,C,1,1,1,1,,,,,,,,,,,
70,210,,,,,,,,,,,,,,,,,,,,
70,210,,,,,,,,,,,,,,,,,,,,
70,210,,,,,A,,1,,,,,,,,,,,,,
70,211,,,,,A,,,,,,,,,,,,,,,
70,211,,,,,A,,1,1,1,,,,,,,,,,,
70,211,,,,,A,,1,1,1,,,,,,,,,,,
70,212,,,,,A,,1,1,1,,,,,,,,,,,
70,212,,,,,A,,1,1,1,,,,,,,,,,,
70,213,,,,,A,,1,1,1,,,,,,,,,,,
70,214,,,,,A,,,,,,,,,,,,,,,
70,214,,,,,A,,,,,,,,,,,,,,,
70,214,,,,,,,,,,,,,,,,,,,,
70,214,,,,,A,,,,,,,,,,,,,,,
70,215,,,,,,,,1,1,,,,,,,,,,,
70,215,,,,,,,1,1,1,,,,,,,,,,,
70,215,,,,,A,,1,1,1,,,,,,,,,,,
70,215,,,,,A,,,,,,,,,,,,,,,
70,216,,,,,,,,,,,,,,,,,,,,
70,217,,,,,A,,,1,1,,,,,,,,,,,
70,217,,,,,C,,1,1,1,,,,,,,,,,,
70,217,,,,,,,,,,,,,,,,,,,,
70,218,,,,,A,,,,,,,,,,,,,,,
70,218,,,,,,,,,,,,,,,,,,,,
70,219,,,,,C,,1,1,1,,,,,,,,,,,
70,221,,,,,,,,,,,,,,,,,,,,
70,222,,,,,,,,,,,,,,,,,,,,
70,222,,,,,,,,,,,,,,,,,,,,
70,222,,,,,,,,,1,,,,,,,,,,,
70,222,,,,,,,,,,,,,,,,,,,,
70,222,,,,,A,,,,,,,,,,,,,,,
70,223,,,,,C,,1,1,1,,,,,,,,,,,
70,223,,,,,A,,,,,,,,,,,,,,,
70,223,,,,,A,,1,1,1,,,,,,,,,,,
70,223,,,,,,,1,1,1,,,,,,,,,,,
70,224,,,,,A,,,,,,,,,,,,,,,
70,224,,,,,A,,,1,1,,,,,,,,,,,
70,224,,,,,A,,,,,,,,,,,,,,,
70,224,,,,,A,,1,1,,,,,,,,,,,,
70,224,,,,,A,,,,,,,,,,,,,,,
70,225,,,,,,,1,1,1,,,,,,,,,,,
70,225,,,,,A,,1,1,1,,,,,,,,,,,
70,225,,,,,C,,1,1,1,,,,,,,,,,,
70,225,,,,,A,,,,,,,,,,,,,,,
70,225,,,,,A,,1,1,1,,,,,,,,,,,
70,225,,,,,A,,1,1,1,,,,,,,,,,,
70,226,,,,,A,,1,1,1,,,,,,,,,,,
70,226,,,,,A,,1,1,1,,,,,,,,,,,
70,227,,,,,,,,,,,,,,,,,,,,
70,227,,,,,A,,,,,,,,,,,,,,,
70,227,,,,,,,,,,,,,,,,,,,,
70,228,,,,,A,,1,1,1,,,,,,,,,,,
70,229,,,,,A,,,,,,,,,,,,,,,
70,229,,,,,A,,,,,,,,,,,,,,,
70,229,,,,,C,,,,,,,,,,,,,,,
70,229,,,,,A,,,,,,,,,,,,,,,
70,231,,,,,,,,,,,,,,,,,,,,
70,232,,,,,A,,1,1,1,,,,,,,,,,,
70,232,,,,,A,,1,1,1,,,,,,,,,,,
70,233,,,,,A,,1,1,,,,,,,,,,,,
70,234,,,,,,,,,,,,,,,,,,,,
70,235,,,,,,,,,,,,,,,,,,,,
70,237,,,,,A,,,,1,,,,,,,,,,,
70,238,,,,,A,,1,1,1,,,,,,,,,,,
70,238,,,,,A,,1,1,1,,,,,,,,,,,
70,238,,,,,A,,,,,,,,,,,,,,,
70,239,,,,,A,,,,,,,,,,,,,,,
70,239,,,,,A,,1,1,1,,,,,,,,,,,
70,240,,,,,A,,1,1,1,,,,,,,,,,,
70,240,,,,,A,,1,1,1,,,,,,,,,,,
70,240,,,,,A,,1,1,,,,,,,,,,,,
70,240,,,,,A,,1,1,1,,,,,,,,,,,
70,240,,,,,A,,1,1,1,,,,,,,,,,,
70,241,,,,,,,1,1,1,,,,,,,,,,,
70,241,,,,,A,,1,1,1,,,,,,,,,,,
70,241,,,,,A,,1,1,1,,,,,,,,,,,
70,241,,,,,A,,1,1,1,,,,,,,,,,,
70,241,,,,,A,,1,1,1,,,,,,,,,,,
70,242,,,,,A,,,1,1,,,,,,,,,,,
70,242,,,,,A,,1,1,1,,,,,,,,,,,
70,243,,,,,A,,1,1,1,,,,,,,,,,,
70,243,,,,,A,,,1,1,,,,,,,,,,,
70,243,,,,,A,,1,1,1,,,,,,,,,,,
70,244,,,,,A,,,,,,,,,,,,,,,
70,246,,,,,,,1,1,1,,,,,,,,,,,
70,246,,,,,A,,,,,,,,,,,,,,,
70,248,,,,,,,,,,,,,,,,,,,,
70,250,,,,,,,,,1,,,,,,,,,,,
70,251,,,,,A,,1,1,1,,,,,,,,,,,
70,251,,,,,A,,1,1,1,,,,,,,,,,,
70,252,,,,,C,1,1,1,1,,,,,,,,,,,
70,252,,,,,A,,1,1,1,,,,,,,,,,,
70,252,,,,,A,,1,1,1,,,,,,,,,,,
70,252,,,,,A,,,,,,,,,,,,,,,
70,252,,,,,M,,1,1,1,,,,,,,,,,,
70,253,,,,,A,,1,1,1,,,,,,,,,,,
70,253,,,,,A,,1,1,1,,,,,,,,,,,
70,253,,,,,A,,1,1,1,,,,,,,,,,,
70,254,,,,,A,,,,,,,,,,,,,,,
70,254,,,,,A,,1,1,1,,,,,,,,,,,
70,254,,,,,,,1,1,1,,,,,,,,,,,
70,255,,,,,,,,,,,,,,,,,,,,
70,255,,,,,,,1,1,1,,,,,,,,,,,
