Y,JD,Q1,Q2,Q3,Q4,T2,12LPX,12LPY,12LPZ,14SPZ,14LPX,14LPY,14LPZ,15SPZ,15LPX,15LPY,15LPZ,16SPZ,16LPX,16LPY,16LPZ
76,103,,1,,,A,,,,,,,,,,,,,,,
76,103,,1,,,T,,,,,,,,,,,,,,,
76,103,,1,,,A,,,,,,,,,1,1,,,,,
76,103,,1,,,A,,,,,,,,,,,,,,,
76,103,,1,,2,,,,,,,,,,,,,,,,
76,103,,1,,2,A,,,,,1,1,,,1,1,,,,,
76,104,,1,,2,,,,,,,,,,,,,,,,
76,104,2,1,2,2,A,,,,,1,1,,,1,1,1,,,,
76,104,2,1,,2,A,1,1,1,,,,,,1,1,,,,,
76,104,,1,,2,T,,,,,,,,,,,,,,,
76,104,,1,,,A,,,,,,,,,1,1,,,,,
76,104,,1,,2,A,,,,,,,,,,,,,,,
76,104,,1,,,Z,,,,1,1,1,,,,,,,,,
76,104,,1,,,A,,,,,,1,,,1,1,,,,,
76,104,,1,,,A,,,,,,,,,,,,,,,
76,105,,1,,,A,1,1,1,,1,1,1,,1,1,1,,,,
76,105,,1,,,A,,,,,,,,,,,,,,,
76,105,,1,,2,,,,,,,,,,,,,,,,
76,105,,,,,A,,,,,,,,,,,,,,,
76,105,2,1,2,2,A,1,1,1,,,,,,1,1,,,,,
76,105,,1,,,,,,,,,,,,,,,,,,
76,105,,1,2,2,,,,,,,,,,1,1,,,,,
76,105,,1,,2,A,,,,,,,,,,,,,,,
76,105,,1,,,,,,,,,,,,,,,,,,
76,105,2,1,,,C,1,1,1,,,,,,1,1,1,,,,
76,106,,1,,,,,,,,,,,,,,,,,,
76,106,,1,,5,A,1,1,1,,,,,,1,1,,,,,
76,106,,1,,,A,1,1,1,,,,,,1,1,,,,,
76,106,,1,,2,T,,,,,,,,,,,,,,,
76,106,,1,,2,,,,,,,,,,,,,,,,
76,106,,1,,2,A,,,,,,,,,,,,,,,
76,107,,1,,2,A,,,,,,,,,1,1,,,,,
76,107,2,1,2,2,C,1,1,1,,,,,,,,,,,,
76,108,2,1,2,2,,1,1,,,1,1,,,,,,,,,
76,109,,1,2,2,C,1,1,1,,,1,1,,1,1,1,,,,
76,110,,1,2,2,X,,,,,,,,,,,,,,,
76,110,,1,2,2,X,,,,,,,,,,,,,,,
76,110,,1,2,2,X,,,,,,,,,,,,,,,
76,110,,1,2,2,X,,,,,,,,,,,,,,,
76,110,,1,2,2,,,,,,,,,,,,,,,,
76,111,,1,2,2,,,,,,,,,,,,,,,,
76,113,,1,,,C,,,,,,,,,,,,,,,
76,114,,1,,,C,1,1,1,,1,1,1,1,1,1,1,,,,
76,114,,1,,,,,,,,,,,,,,,,,,
76,115,,1,,,A,1,1,1,,,,,,1,1,,,,,
76,115,,1,,,,,,,,,,,,,,,,,,
76,115,,1,,,,,,,,,,,,,,,,,,
76,115,,1,,,A,1,1,1,,,,,,,,,,,,
76,115,,1,,,,,,,,,,,,1,1,1,,,,
76,116,,1,,,,,,,,,,,,,,,,,,
76,116,,1,,,,,,,,,,,1,1,1,,,,,
76,116,,1,,,A,,,,,,,,,1,1,,,,,
76,116,,1,,,A,,,,,1,1,,,1,1,,,,,
76,116,,1,,,C,,,,,,,,,,,,,,,
76,116,,1,,,A,1,1,1,,,,,,1,1,1,,,,
76,116,,1,,,,,,,,,,,,1,1,,,,,
76,116,,1,,,A,,,,,,,,,1,1,,,,,
76,117,,1,,,A,,,,,,,,,,,,,,,
76,117,,1,,,A,1,1,1,,,,,,,,,,,,
76,117,,1,,,A,,,,,,,,,,,,,,,
76,117,,1,,,,,,,,,,,,,,,,,,
76,118,,1,,,A,,,,1,1,1,,,,,,,,,
76,118,,,,,A,,,,,,,,,,,,,,,
76,118,,1,,,A,,,,,,,,,1,1,,,,,
76,118,,1,,,,,,,,,,,,,1,,,,,
76,118,,1,,,A,,,,,1,1,1,,1,1,,,,,
76,118,,1,,,,,1,1,,,,,,1,1,,,,,
76,118,,1,,,A,,,,,,,,,1,1,,,,,
76,118,,,,,A,,,,,,,,,,,,,,,
76,118,,1,,,,,,,,,,,,,,,,,,
76,119,,1,,,A,,,,,1,1,,,1,1,,,,,
76,119,,1,,,A,,,,,,,,,1,1,,,,,
76,119,,,,,A,,,,,,,,,,,,,,,
76,119,,1,,,A,1,1,1,,,,,,1,1,1,,,,
76,120,,1,,,A,,,,,,,,,1,1,,,,,
76,120,,1,,,,,,,,,,,,,1,,,,,
76,120,,,,,A,,,,,,,,,,,,,,,
76,121,,1,,,A,1,1,1,,,,,,,1,,,,,
76,121,,1,,,X,,,,,,,,,,,,,,,
76,121,,1,,,A,,,,,,,,,,,,,,,
76,121,,1,,,C,1,1,1,,1,1,1,1,1,1,1,,,,
76,121,,1,,,,,,,,,,,,,,,,,,
76,121,,1,,,C,1,1,1,,1,1,,,1,1,,,,,
76,122,,1,,,A,,,,,,,,,1,1,,,,,
76,122,,1,,,,,,,,,,,,,,,,,,
76,122,,1,,,A,,,,,,,,,,,,,,,
76,123,,1,,,A,,,,,,,,,1,1,,,,,
76,123,,1,,,,,,,,,,,,,,,,,,
76,123,,1,,,Z,,,,1,,,,,,,,,,,
76,124,,1,,,,,,,,,,,,,,,,,,
76,124,,1,,,,,,,1,,,,,,,,,,,
76,125,,1,,,,,,,,,,,,,,,,,,
76,125,,1,,,X,,,,,,,,,,,,,,,
76,126,5,1,,,,,,,,,,,,,,,,,,
76,126,,1,,2,,,,,,,,,,,,,,,,
76,126,,1,,,,,,,,,,,,,,,,,,
76,127,,1,,2,,,,,,,,,,,,,,,,
76,127,,1,,2,A,,,,1,1,1,1,,,,,,,,
76,127,,1,,5,C,,,,,,,,1,,,,,,,
76,127,,1,,5,C,,,,,,,,1,,,,,,,
76,127,,1,,2,,,,,,,,,,,,,,,,
76,127,,1,,5,C,,,,,,,,,,,,,,,
76,127,,1,,2,C,,,,1,1,1,1,,,,,,,,
76,127,,1,,2,C,,,,,,,,1,1,1,1,,,,
76,128,,1,2,2,X,,,,,,,,,,,,,,,
76,128,,1,2,2,X,,,,,,,,,,,,,,,
76,128,,1,2,2,,,,,,,,,,,,,,,,
76,128,,1,2,2,,1,1,1,,,,,,,,,,,,
76,128,,1,2,2,,,,,,,,,,1,1,,,,,
76,128,,1,2,2,,,,,,,,,,,,,,,,
76,129,,1,2,2,,,,,,,,,,,,,,,,
76,129,,1,2,2,A,1,1,1,,,,,,1,1,1,,,,
76,129,,1,2,2,A,,,,,,,,,1,1,1,,,,
76,129,,1,2,,A,1,1,1,,1,1,1,,1,1,1,,,,
76,129,,1,2,,A,1,1,1,1,,,1,,1,1,1,,,,
76,129,,1,2,2,,,,,,,,,,1,1,,,,,
76,129,,1,2,,,,,1,,,,,,,,,,,,
76,129,,,,,A,,,,,,,,,,,,,,,
76,130,,1,2,2,A,,,,,,,,,,,,,,,
76,130,,,,,A,,,,,,,,,,,,,,,
76,130,,1,2,,A,,,,,,,,,1,1,,,,,
76,130,,,,,A,,,,,,,,,,,,,,,
76,130,2,1,2,2,A,1,1,1,,,,,,1,1,,,,,
76,130,,1,,,,,,,,,,,,,,,,,,
76,130,2,1,2,,,1,,1,,,,,,1,1,,,,,
76,130,2,1,2,2,A,,,,,1,1,1,,1,1,1,,,,
76,130,,,,,A,,,,,,,,,,,,,,,
76,130,,1,2,,A,,,,,,,,,1,1,,,,,
76,130,,1,,,T,,,,,,,,,,,,,,,
76,131,,1,,,A,1,1,1,,,,,,1,1,,,,,
76,131,,1,,,C,,,,,,,,1,,,,,,,
76,131,,1,,,T,,,,,,,,,,,,,,,
76,131,,1,,,A,,,,,,,,,,,,,,,
76,131,,1,,,,,,,,,,,,,,,,,,
76,131,,1,,,A,,,,,1,1,,,,,,,,,
76,132,,1,,,C,,,,1,1,1,,,,,,,,,
76,132,,1,,,A,,,,,,,,,1,1,,,,,
76,132,,1,,,A,,,,,1,1,,,1,1,,,,,
76,132,,1,,,,,,,,,,,,1,1,1,,,,
76,132,,1,,,,,,,,,,,,,,,,,,
76,132,2,1,,,A,,,,,,1,,,,,,,,,
76,132,,1,,,A,,,,,,,,,,,,,,,
76,132,,1,,,A,,,,,1,1,1,,1,1,1,,,,
76,132,,1,3,3,,,,,,,,,,,,,,,,
76,133,,1,,,,,,,1,,,,,,,,,,,
76,133,,1,,,,,,,,,,,,,,,,,,
76,133,,,,,A,,,,,,,,,,,,,,,
76,133,,1,,,T,,,,,,,,,1,1,,,,,
76,134,,1,,,A,,,,,,,,,,,,,,,
76,134,,1,,,,,,,,,,,,,,,,,,
76,134,,1,,,Z,,,,1,,,,,,,,,,,
76,134,,,,2,C,1,1,1,,,,,,,,,,,,
76,134,,1,,,C,,,,,1,1,,,,,,,,,
76,134,,1,,,C,,,,,,,,,1,1,,,,,
76,134,,1,,,X,,,,,,,,,,,,,,,
76,135,,1,,,Z,,,,1,,,,,,,,,,,
76,135,,1,,,,,,,,,,,,,,,,,,
76,135,,,,,,,,,,,,,,,,,,,,
76,136,,1,,,A,1,1,1,,,,,,,,,,,,
76,136,,1,2,,C,1,1,1,,,,,,1,1,,,,,
76,136,,1,,2,C,,,,1,,1,,,,,,,,,
76,136,,1,,2,C,,,1,,1,1,,,,,,,,,
76,137,,1,,2,Z,,,,1,1,1,,,,,,,,,
76,137,,1,,2,,,,,,,,,,,,,,,,
76,137,,1,,2,H,,,,1,1,1,1,,,,,,,,
76,137,,1,,,C,1,1,1,,1,1,1,1,1,1,1,,,,
76,140,,1,2,2,,,,,,,,,,,,,,,,
76,142,,2,2,,,,,,,,,,,,,,,,,
76,142,,5,,,A,,,,,,,,,,,,,,,
76,143,,2,,,A,,,,,,,,,1,1,,,,,
76,143,,2,,,,,,,,,,,,,,,,,,
76,143,,,,,A,,,,,,,,,,,,,,,
76,143,5,,,,A,,,,,,,,,,,,,,,
76,144,,,,,A,,,,,,,,,1,1,,,,,
76,144,,,,,A,,,,,,,,,1,1,,,1,1,
76,144,,5,,,M,,,,,,,,,,,,,,,
76,144,,,,,A,,,1,,1,,,,,,,,1,1,1
76,144,,,,,A,,,,,,,,,,,,,,,
76,144,,,,,,,,,,,,,,,,,,,,
76,144,,5,,,A,1,1,1,,1,1,,,,,,,,,
76,144,,5,,,,,,,,,,,,,,,,,,
76,144,,,,,A,,,,,,,,,,,,,1,1,
76,145,,,,,A,,,,,,,,,,,,,,,
76,145,,,,,A,,,,,1,1,,,,,,,,,
76,145,,,,,,,,,,1,1,,,,,,,1,1,
76,145,,,,,A,,,,,,,,,,,,,,,
76,145,,,,,A,,,,,,,,,,,,,,,
76,145,,,,,A,,,,,,1,,,,,,,,,
76,145,,,,,A,,,,,,1,,,,,,,,,
76,145,5,,,,A,1,1,1,1,1,1,,,,,,,1,1,
76,146,,,,,A,,,,,,,,,,,,,,,
76,146,,,,,M,1,1,1,,,1,,,,,,,1,1,
76,146,,,,,C,,,,,,,,1,1,1,1,,,,
76,146,,,,,A,,,,,,1,,,1,1,,,1,1,
76,146,,,,,A,,,,,,,,,,,,,,,
76,146,,,,,A,,,,,,,,,,,,,1,1,
76,146,,,,,A,,,,,,1,,,,,,,,,
76,146,,,,,A,,,,,,1,,,,,,,,,
76,146,,,,,A,,,,,,,,,,,,,,,
76,146,,,,,A,,,,,,,,,,,,,1,1,
76,146,,,,,,,,,,,,,,,,,,,,
76,146,,,,5,A,,,,1,,1,,,,,,,,,
76,147,5,,,,,,,,,,1,,,,,,,,,
76,147,5,,,,A,,,,,,,,,,,,,,,
76,147,5,,,,A,,,,,,1,,,,,,,1,1,
76,147,,,,,A,,,,,,,,,1,1,,,1,1,
76,147,,,,,A,1,1,1,1,1,1,,,,,,,1,1,1
76,147,,,,,A,,,,,,,,,,,,,,,
76,148,,,,,A,,,,,,,,,,,,,,,
76,148,5,,,,A,,,,,,,,,,,,,1,1,
76,148,,,,,,,,,,,,,,,,,,,,
76,148,,,,,A,1,1,1,1,1,1,,,,,,,,,
76,148,,,,,A,1,1,1,,1,1,,,,,,,1,1,
76,148,,,,,A,,,,,1,1,,,,,,,1,1,
76,148,,,,,C,1,1,1,1,1,1,,,1,1,,,1,1,
76,149,,,,,C,,,,1,1,1,,,,,,,,,
76,149,,,,,C,1,1,1,1,1,1,,1,1,1,1,1,1,1,1
76,149,,,,,,,,,,,,,,,,,,,,
76,149,,3,,,A,,,,,,,,,,,,1,1,1,1
76,149,5,5,5,5,,,,,,,,,,,,,,,,
76,149,,,,,,,,,,,,,,,,,,,,
76,150,,,,,,,,,1,,1,,,,,,,,,
76,150,,,,,A,,,,,1,1,,,,,,,,,
76,150,,,,,A,,,,,,,,,,,,,1,1,1
76,150,,,,,A,,,,,1,1,,,,,,,,,
76,150,,,,,,,,,,,,,,,,,,,,
76,150,,,,,,,,,,,,,,,,,,,,
76,150,,,,,,,,,,,,,,,,,,,,
76,151,5,,,,C,,,,1,1,1,,,,,,,,,
76,151,,,,,C,,,,,,,,,,,,,,,
76,151,,,,,,,,,,,,,,,,,,,,
76,151,,,,,,,,,1,,,,,,,,,,,
76,151,,,,,A,,,,,,,,,,,,,,,
76,151,,,,,,,,,,,1,,,,,,,,,
76,152,,,,,,,,,,,,,,,,,,,,
76,152,,,,,A,,,,,1,1,,,,,,,,,
76,152,,,,,,,,,,,,,,,,,,,,
76,152,,,,,,,,,,,,,,,,,,,,
76,152,,,,,,,,,,,,,,,,,,,,
76,152,,,,,,,,,,,,,,,,,,,,
76,153,,,,,,,,,,,,,,,,,,,,
76,153,,,,,C,,,,,,1,,,,,,,,,
76,154,,,,,C,,,,1,,1,,,,,,,,,
76,154,,,,,A,1,1,1,1,1,1,,1,1,1,1,,1,1,1
76,155,,,,,,,,,,,1,,,,,,,1,1,
76,155,,,,2,,,,,,,,,,,,,,,,
76,156,,,,2,A,,,,,1,1,,,1,1,,,,,
76,156,,,,2,C,,,,,1,1,,,1,1,,,,,
76,156,,,2,,,,,,1,,1,,,,,,,,,
76,156,,,,2,A,,,,,,1,,,,1,,,,,
76,156,,,,,A,,,,,,,,,,,,,,,
76,156,,,,2,A,,,,,1,1,,,,,,,,,
76,156,,,,2,A,1,1,1,1,1,1,,1,1,1,1,1,1,1,1
76,157,,,,2,A,1,1,1,1,1,1,,,1,1,1,,1,1,1
76,157,,,,2,,,,,,,,,,,,,,,,
76,157,,,,2,A,,,,,1,1,,,,,,,,,
76,157,,,2,2,A,1,1,1,1,1,1,,1,1,1,1,1,1,1,1
76,157,,,2,2,A,,,,,1,1,,,,,,,1,1,1
76,157,,,2,2,A,,,1,1,1,1,,,,,,,,,
76,157,,,2,2,A,,,,1,1,1,,,,,,,,,
76,157,,,2,2,A,1,1,1,1,1,1,,,,,,,,,
76,157,,,2,2,A,,,,,,,,,,,,,,,
76,157,,,2,2,C,,,,,,,,,,,,,,,
76,157,,,2,2,,,,,1,,1,,,,,,,,,
76,157,,,2,2,A,,,,,1,1,,,,,,,,,
76,158,,,2,2,A,,1,,,1,1,,,,,,,,,
76,158,,,2,2,A,,,,,,1,,,,,,,,,
76,158,,,2,2,A,,,,,,,,,,,,,,,
76,158,,,2,2,A,,,,,,1,,,,,,,,,
76,158,,,2,2,C,,,,,,1,,,,,,,1,1,1
76,158,,2,2,2,A,,,,,,,,,,,,1,1,1,
76,158,,2,2,2,,,,,,,,,,,,,,1,1,
76,159,2,2,2,2,,,,,,,,,,,,,,1,1,1
76,159,2,2,2,2,,,,,,,,,,,,,,1,1,
76,159,,,,,A,,,,,,,,,,,,,,,
76,159,,,,,A,,,,,,,,,,,,,,,
76,160,2,2,2,2,A,1,1,1,,1,1,,,,,,,1,1,
76,160,,,,,A,,,,,,,,,1,1,,,,1,
76,160,,2,2,2,C,1,1,1,,1,1,,,1,1,,,1,1,1
76,160,,2,2,2,A,,,,,1,1,,,1,1,,,1,1,1
76,160,,1,2,,,,,,,1,1,,,1,1,,,,,
76,160,,,,,A,,,,,,,,,,,,,,,
76,161,,1,,,Z,,,,1,1,1,,,,,,,,,
76,161,,1,,,T,,,,,,,,,,,,,,,
76,161,2,1,2,,T,,,,,,,,,,,,,,,
76,161,,1,,,,,,,,,,,,,,,,,,
76,161,,1,,,A,,,,,,,,,1,1,,,,,
76,161,,1,,2,Z,,,,1,1,1,,,,,,,,,
76,161,,1,2,,A,1,1,1,,,,,,1,1,,,,,
76,161,,1,,,C,,,,1,,,,,,,,,,,
76,161,,1,2,,C,,,,,,,,,,,,,,,
76,162,,1,2,,,,,,,,,,,,,,,,,
76,162,,1,,2,Z,,,,,,,,1,,1,,,,,
76,162,,,2,,C,1,1,1,,1,,,,1,1,,,1,1,
76,162,,,2,,T,1,1,,,,,,,,,,,1,1,
76,163,,2,,2,Z,,,,,,,,1,1,1,,,,,
76,163,,1,,2,Z,,,,,,,,1,,,,,,,
76,163,,1,,2,Z,,,,,,,,1,,,,,,,
76,163,,,,2,A,,,,,1,1,,,,,,,,,
76,163,,2,,2,Z,,,,,,,,1,,,,,,,
76,163,,,,2,C,1,1,1,1,1,1,,,,1,,,,,
76,164,,2,,,C,,,,,,,,,,,,,,,
76,164,,,,2,Z,,,,,,,,1,,,,,,,
76,164,,,,2,Z,,,,,,,,1,,,,,,,
76,164,,,,2,Z,,,,,,,,1,,,,,,,
76,164,,,,,Z,,,,,,,,1,,,,,,,
76,164,,,,,Z,,,,,,,,,,,,,,,
76,164,,,,,A,,,,1,1,1,,,,,,,,,
76,165,,,,,Z,,,,,,,,1,,1,,,,,
76,165,,,,,,,,,,,,,,,,,,,,
76,166,,,,2,A,,,,,1,1,,,,,,,,,
76,166,,,,2,C,,,,1,1,1,,,,,,,,,
76,167,1,,1,2,,,,,,,,,,,,,,,,
76,167,,,,2,C,,,,,,,,1,1,1,,,,,
76,167,,,,2,C,,,,,,,,1,1,1,1,,,,
76,168,,,2,2,A,,,,,1,1,,,,,,,,,
76,169,1,,1,2,A,,1,1,1,,,,,,,,,,,
76,169,,,2,2,,,,,,1,1,,,,,,,,,
76,169,,,2,5,,,,,,,,,,,,,,,,
76,169,,,2,2,A,,,,1,1,1,,,,,,,,,
76,170,,,2,2,A,,,,,1,1,,,,,,,,,
76,170,,,2,2,A,,,,,1,1,,,,,,,,,
76,170,,,2,2,,,,,,,,,,,,,,,,
76,170,,2,2,2,,,,,,,,,,,,,,,,
76,170,,2,2,2,,,,,,,,,,,,,,,,
76,171,,,2,,A,,,,,1,1,,,,,,,1,1,
76,171,,5,2,,A,1,1,1,,1,,,,,,,,1,1,
76,171,,2,2,,A,1,1,1,,1,,,,,,,,1,1,
76,172,,2,,,A,,,,,,,,,,,,,,,
76,172,,,,,A,,,,,,,,,,,,,,,
76,172,,2,,,,,,,,,,,,,,,,1,1,1
76,172,,2,,,A,,,,,,,,,,,,,1,1,
76,173,2,2,,,,,,,,,,,,,,,,1,1,
76,173,,,,,A,,,,,,,,,1,1,1,,,,
76,173,2,,,,,,,,,,,,,,,,,,,
76,173,,,,,A,,,,,1,1,,,,,,,,,
76,173,,,,,A,,,,,1,1,,,,,,,,,
76,173,2,,,,A,,,,,,,,,1,1,,,1,1,
76,173,,,,,A,,,,1,,1,,,,,,,1,1,
76,174,,,,,A,,,,,,,,,,,,,,,
76,174,,,,,A,,,,,,1,,,,,,,1,1,
76,174,,,,,,,,,,,,,,,,,,,,
76,174,,,,,A,,,,,,,,,1,1,,,1,1,
76,174,,,,,A,,,,,,1,,,,,,,1,1,
76,174,,,,,A,,,,,,,,,1,1,,,1,1,
76,174,,,,,,,,,,,,,,,,,,,,
76,174,,,,,,,,,,,1,,,,,,,,,
76,175,,,,,,,,,,,1,,,,,,,,,
76,175,,,,,,,,,,,,,,,,,,,,
76,175,,,,,A,1,1,1,1,1,1,,,,,,,1,1,
76,175,,,,,A,,,,1,,1,,,,,,,,,
76,175,,,,,A,,,,,,,,,,,,,,,
76,176,,,2,,A,1,1,1,,1,1,,,,,,,1,1,
76,176,,,,,,,,,,,1,,,,,,,1,1,
76,176,,,,,A,,,,,,1,,,,,,,1,1,
76,176,,,,,A,,,,,,1,,,,,,,1,1,1
76,176,,,,,A,,,1,,,1,,,,,,,,,
76,176,,,,,A,1,1,1,,,1,,,,,,,,,
76,176,,,,,A,,,,,,,,,,,,,1,1,
76,177,,,,,,,,,,,1,,,,,,,,,
76,177,,,2,,A,,,,,,1,,,,,,,1,1,
76,177,,,,,A,,,,,,1,,,,,,,,,
76,177,,,,,,,,,1,,,,,,,,,,,
76,177,,,,,A,,,,,,1,,,,,,,,,
76,177,,,,,,,,,,,,,1,,,,,,,
76,177,5,,,,C,,,,,1,1,,,1,1,,,1,1,
76,177,5,,,,,,,,,,,,,,,,,,,
76,177,5,,,,A,,,,,,,,,,,,,,,
76,178,5,,,,C,,,,,,1,,,,,,,1,1,
76,178,5,,,,,,,,,,,,,,,,,,,
76,178,5,,,,,,,,,,,,,,,,,,,
76,179,5,,,,,,,,1,,1,,,,,,,,,
76,180,5,,,,,,,,,,1,,,,,,,,,
76,181,,,,,,,,,,,1,,,,,,,,,
76,181,,,,,C,,,,1,1,1,,1,1,1,,1,1,1,
76,181,,,,,,,,,,,1,,,,,,,,,
76,182,,,,,C,,,,1,1,1,,,,,,,,,
76,182,,,,,C,,,,,,,,,,,,,,,
76,182,,,,,C,,,,,,,,1,,,,,,,
76,182,,,,,C,,,,1,,1,,,,,,,,,
76,183,,,,,,,,,,,,,,,,,,,,
76,183,,,,,A,,,,,,,,,,,,,,,
76,183,,,,,A,,,,,,1,,,,,,,1,1,
76,183,,,,,,,,,,,1,,,,,,,,,
76,183,,,,,A,,,,,1,1,,,,,,,1,1,
76,183,,,,,A,,,,,1,1,,,,,,,1,1,
76,183,,,,,A,,,,,,1,,,,,,1,,,
76,183,,,,,X,,,,,,,,,,,,,,,
76,184,,,,,A,,,,,,,,,,,,,,,
76,184,,,,,A,1,1,1,1,1,1,,1,1,1,1,1,1,1,1
76,184,,,,,C,1,1,1,,1,1,,,1,1,1,,1,1,
76,184,,,,,A,,,,1,,1,,,,,,,,,
76,184,,,,,A,,,,,,1,,,1,,,,1,1,
76,184,,,,,A,1,1,1,,,,,1,1,1,1,1,1,1,1
76,184,,,,,A,,,,,1,1,,,1,1,,,1,1,
76,184,,,,,A,,,,,,1,,,,,,,1,1,
76,184,,,,,,,,,,,,,,,,,,,,
76,184,,,,,,,,,,,,,,,,,,,,
76,184,,,,,A,,,,,,,,,,,,,,,
76,184,,,,,A,,,,,,1,,,,,,,,,
76,184,,,,,A,,,,,,1,,,,,,,,,
76,184,,,,,,,,,,,,,1,,,,,,,
76,184,,,,,A,,,,,,1,,1,1,1,,,1,1,
76,184,,,,,A,,1,1,,1,1,,1,1,1,1,1,1,1,1
76,185,,,,,C,,,,,,,,1,,,,,,,
76,185,,,,,A,,,,,,,,,,,,,,,
76,185,,,,2,A,,,,1,,1,,,,,,,,,
76,185,,,,2,A,1,1,1,,1,1,,,,,,,,,
76,185,,,,2,C,1,1,1,1,1,1,,1,1,1,,,,,
76,185,,,,2,A,,,,,,,,,,,,,,,
76,185,,,,2,A,,,,1,,1,,,,,,,,,
76,185,,,,2,A,,,,,,1,,,,,,,,,
76,186,,,,2,A,1,1,1,1,1,1,,,,,,,,,
76,186,,,,2,C,1,1,1,1,1,1,,,,,,,,,
76,186,,,,2,,,,,,1,1,,1,1,1,,,,,
76,186,,,,2,A,1,1,1,1,1,1,,,,,,,,,
76,186,,,,2,,,,,,,,,1,,,,,,,
76,186,,,,2,A,,,,,,,,,,,,,,,
76,186,,,,2,,,,,1,1,1,,,,,,,,,
76,186,,,,2,,,,,1,,1,,,,,,,,,
76,187,,,2,2,C,,,,1,1,1,,,,,,,,,
76,187,,,2,2,A,,1,,,,,,,,,,,1,1,
76,187,,,2,2,A,,,,,,1,,,,,,,,,
76,187,,,2,2,A,,,,1,,1,,,,,,,,,
76,187,,,2,2,A,,,,,,1,,,,,,,,,
76,187,,,2,2,A,,,,,,,,,,,,,,,
76,188,,2,2,,A,,,,,,,,,,,,,1,1,
76,189,,2,2,,,,,,,,,,,,,,,,,
76,190,,,,,A,,,,,,,,,,,,,,,
76,190,,1,,,T,,,,,,,,,,,,,,,
76,191,,2,,,A,,,,,,,,,1,1,,,1,1,1
76,191,,,,,T,,,,,,,,,,,,,1,1,1
76,191,,,,,T,,,,,,,,,,,,,,,
76,191,,,,,T,,,,,,,,,,,,,,,
76,191,,,,,,,,,,,,,,,,,,,,
76,191,,,,,A,,,,,1,1,,,,,,,,,
76,192,,,,,,,,,,,,,,,,,,,,
76,192,,,,,T,,,,,,,,,,,,,,,
76,192,,,,,C,,,,,,,,,,,,1,1,1,1
76,192,,,,,C,,,,,,,,,,,,,,,
76,194,,,,,A,,,,,1,1,,,,,,,,,
76,195,,,,,A,,,,,,,,,,,,,,,
76,195,,,,2,,,,,,,1,,,,,,,,,
76,196,,,,2,C,1,1,1,,1,1,,,,,,,1,1,
76,197,,,,2,A,1,1,1,1,1,1,,,,,,,,,
76,197,,,2,2,,,,,,1,1,,,,,,,,,
76,197,,,2,2,A,,,,,1,1,,,1,1,,,,,
76,197,,,2,2,,,,,,1,1,,,,,,,,,
76,197,,,2,2,A,1,1,1,1,1,1,,,,,,,,,
76,197,,,2,2,C,,,,,1,1,,,,,,,,,
76,197,,,2,2,,,,,,,,,,,,,,,,
76,198,,,2,2,A,1,1,1,,1,1,,,,,,,,,
76,198,,,2,2,X,,,,,,,,,,,,,,,
76,198,,,2,2,,,,,,,,,,,,,,,,
76,198,,,2,2,A,1,1,1,,1,1,,,,,,,,,
76,199,,,2,2,,,,,,,,,,,,,,,,
76,199,,,2,2,A,,,,,1,1,,,,,,,,,
76,199,,,2,2,A,,,,,1,1,,,,,,,,,
76,199,,2,2,2,,,,,,,,,,,,,,,,
76,199,2,2,2,2,,1,1,,,1,1,,,,,,,,,
76,200,,2,2,,A,,,,,,,,,,,,,,,
76,201,,2,2,,,,,,,,,,,,,,,1,1,
76,201,,2,,,Z,,,,,,,,1,,,,,,,
76,201,,2,2,,,,,,,,,,,,,,,1,1,
76,201,,2,,,A,,,,,,,,,,,,,1,1,
76,202,,2,,,A,,,,,,,,,,,,,1,1,
76,202,,2,,,A,1,1,1,1,,,,,,,,,1,1,
76,202,,2,,,Z,,,,,,,,1,,,,,,,
76,202,,2,,,Z,,,,,,,,1,,,,,,,
76,202,,,,,Z,,,,,,,,1,,,,,,,
76,202,,,,,A,,,,,,,,,,,,,1,1,
76,203,,,,,A,,1,1,,1,1,,,,,,,1,1,1
76,203,,,,,A,,,,,,1,,,,,,,,,
76,203,,,,,X,,,,,,,,,,,,,,,
76,203,,,,,A,,,,,,1,,,,,,,,,
76,203,,,,,A,,,,,,1,,,,,,1,1,1,
76,203,,,,,A,,,,,,,,,,,,,,,
76,203,,,,,A,,,,,,1,,,,,,,,,
76,204,,,,,A,,,,,,1,,,,,,,1,1,
76,204,,,,,,,,,,,,,,,,,,,,
76,204,,,,,A,1,1,1,,,1,,,,,,,,,
76,204,,,,,A,,,,1,,1,,,,,,,,,
76,206,,,,,M,,,,1,,1,,,,,,,,,
76,206,,,,,A,,,,,,,,,,,,,,,
76,206,,,,,,,,,,,,,,,,,,,,
76,206,,,,,,,,,,,,,,,,,,,,
76,206,,,,,,,,,,,,,,,,,,,,
76,206,,,,,A,,,,,,,,,,,,,,,
76,206,,,,,A,,,,,,1,,,,,,,,,
76,206,,,,,C,,,,,,,,,,,,1,1,1,1
76,207,,,,,,,,,,,,,,,,,,,,
76,207,,,,,,,,,,,1,,,,,,,1,1,
76,207,,,,,,,,,,,,,,,,,,,,
76,207,,,,,,,,,,,,,,,,,,,,
76,207,,,,,C,,,,,,,,,,1,,,1,1,
76,207,,,,,,,,,,,,,,,,,,,,
76,207,,,,,,,,,,,,,,,,,,,,
